viewDate,areaMunKm,areaUcKm,uc,uf,municipio
7/23/2020,0.06,0,,AM,Manicore
7/23/2020,0.17,0,,MT,Aripuana
9/8/2020,0.09,0,,PA,Brasil Novo
7/23/2020,0.79,0,,MT,Colniza
7/23/2020,0.1,0,,MT,Colniza
7/23/2020,0.07,0,,MT,Comodoro
7/23/2020,0.14,0,,AM,Manicore
8/18/2020,0.11,0,,RO,Porto Velho
7/23/2020,0.28,0,,MT,Rondolandia
9/28/2020,0.11,0,,MT,Aripuana
7/23/2020,0.43,0,,AM,Manicore
7/23/2020,0.2,0,,AM,Manicore
7/23/2020,0.21,0,,MT,Colniza
9/28/2020,0.07,0,,MT,Colniza
7/23/2020,0.24,0,,AM,Manicore
8/18/2020,0.07,0,,AC,Acrelandia
7/23/2020,0.14,0,,MT,Comodoro
7/23/2020,0.12,0,,MT,Rondolandia
9/28/2020,0.1,0,,MT,Colniza
7/23/2020,0.16,0,,AM,Manicore
7/23/2020,0.18,0,,RO,Machadinho D'oeste
7/23/2020,0.12,0,,RO,Machadinho D'oeste
7/23/2020,0.07,0,,RO,Machadinho D'oeste
7/23/2020,0.08,0,,AM,Manicore
7/23/2020,0.13,0,,AM,Manicore
7/23/2020,0.01,0,,AM,Manicore
7/23/2020,0.19,0,,AM,Novo Aripuana
7/23/2020,0.33,0,,AM,Novo Aripuana
7/23/2020,0.7,0,,AM,Manicore
7/23/2020,0.26,0,,AM,Manicore
7/23/2020,0.34,0,,AM,Novo Aripuana
8/9/2020,0.21,0,,AC,Porto Acre
7/23/2020,0.17,0,,RO,Machadinho D'oeste
9/8/2020,0.13,0,,PA,Anapu
8/18/2020,0.08,0,,AC,Acrelandia
9/8/2020,0.06,0,,PA,Sao Felix do Xingu
7/23/2020,0.45,0,,MT,Rondolandia
7/23/2020,0.13,0,,MT,Rondolandia
7/23/2020,0.68,0,,RO,Cujubim
8/17/2020,0.08,0,,MA,Bom Jesus das Selvas
7/23/2020,0.1,0,,RO,Colorado do Oeste
9/28/2020,0.13,0,,MT,Aripuana
9/8/2020,0.14,0,,PA,Anapu
7/23/2020,0.12,0,,MT,Rondolandia
7/23/2020,0.13,0,,RO,Cacoal
7/23/2020,0.07,0,,RO,Cacoal
9/28/2020,0.14,0,,MT,Colniza
7/23/2020,0.08,0,,RO,Cacoal
7/23/2020,0.11,0,,RO,Cujubim
7/23/2020,0.1,0,,RO,Cacoal
7/23/2020,0.08,0,,RO,Cacoal
7/23/2020,0.08,0,,RO,Cacoal
7/23/2020,0.08,0,,RO,Cacoal
9/28/2020,0.09,0,,MT,Colniza
7/23/2020,0.11,0,,RO,Cujubim
7/23/2020,0.75,0,,AM,Novo Aripuana
7/23/2020,0.13,0,,RO,Alta Floresta D'oeste
7/23/2020,0.15,0,,AM,Manicore
9/28/2020,0.1,0,,MT,Colniza
7/23/2020,0.08,0,,RO,Alta Floresta D'oeste
7/23/2020,0.21,0,,RO,Cacoal
7/23/2020,0.14,0,,RO,Cacoal
9/28/2020,0.07,0,,MT,Colniza
7/23/2020,0.16,0,,MT,Colniza
7/23/2020,0.3,0,,MT,Colniza
7/23/2020,0.15,0,,RO,Cujubim
9/28/2020,0.25,0,,MT,Colniza
7/23/2020,0.07,0,,MT,Rondolandia
7/23/2020,0.08,0,,RO,Pimenta Bueno
7/23/2020,0.07,0,,RO,Alta Floresta D'oeste
7/23/2020,0.13,0,,RO,Parecis
7/23/2020,0.28,0,,MT,Colniza
7/23/2020,0.25,0,,MT,Colniza
7/23/2020,0.11,0,,MT,Rondolandia
7/23/2020,0.1,0,,RO,Cujubim
7/23/2020,0.12,0,,RO,Cujubim
8/18/2020,0.33,0,,RO,Porto Velho
7/23/2020,0.13,0,,RO,Cujubim
7/23/2020,0.16,0,,RO,Ouro Preto do Oeste
7/23/2020,0.21,0,,AM,Novo Aripuana
7/23/2020,0.21,0,,RO,Pimenta Bueno
8/18/2020,0.35,0,,AM,Canutama
7/23/2020,0.01,0,,RO,Vale do Paraiso
8/18/2020,0.24,0,,RO,Porto Velho
8/17/2020,0.16,0,,MA,Bom Jesus das Selvas
7/23/2020,0.07,0,,RO,Parecis
7/23/2020,0.14,0,,RO,Ouro Preto do Oeste
7/23/2020,0.34,0,,RO,Alta Floresta D'oeste
7/23/2020,0.08,0,,RO,Parecis
7/23/2020,0.16,0,,RO,Parecis
7/23/2020,0.08,0,,RO,Cujubim
7/23/2020,0.09,0,,RO,Cujubim
7/23/2020,0.07,0,,RO,Cujubim
7/23/2020,0.28,0,,RO,Cujubim
7/23/2020,0.06,0,,RO,Cujubim
7/23/2020,0.08,0,,RO,Cujubim
7/23/2020,0.33,0,,RO,Cujubim
7/23/2020,0.32,0,,RO,Pimenteiras do Oeste
7/23/2020,0.08,0,,RO,Ouro Preto do Oeste
7/23/2020,0.18,0,,RO,Cujubim
7/23/2020,0.14,0,,RO,Alta Floresta D'oeste
7/23/2020,0.22,0,,RO,Porto Velho
7/23/2020,0.08,0,,RO,Porto Velho
7/23/2020,0.44,0,,RO,Porto Velho
7/23/2020,0.22,0,,RO,Porto Velho
7/23/2020,0.18,0,,RO,Alto Alegre dos Parecis
7/23/2020,0.19,0,,RO,Porto Velho
7/23/2020,0.06,0,,RO,Porto Velho
7/23/2020,0.1,0,,AM,Labrea
7/23/2020,0.25,0,,AM,Canutama
7/23/2020,0.13,0,,AM,Labrea
7/23/2020,0.08,0,,RO,Ouro Preto do Oeste
9/28/2020,0.09,0,,MT,Colniza
8/18/2020,0.07,0,,RO,Nova Mamore
7/23/2020,0.06,0,,RO,Ouro Preto do Oeste
7/23/2020,0.08,0,,RO,Ouro Preto do Oeste
7/23/2020,0.12,0,,RO,Porto Velho
7/23/2020,0.18,0,,AM,Canutama
9/8/2020,0.08,0,,PA,Anapu
7/23/2020,0.08,0,,RO,Cujubim
7/23/2020,0.14,0,,RO,Cujubim
7/23/2020,0.23,0,,RO,Cujubim
7/23/2020,0.22,0,,RO,Porto Velho
7/23/2020,0.08,0,,RO,Machadinho D'oeste
7/23/2020,0.16,0,,RO,Porto Velho
7/23/2020,0.16,0,,RO,Porto Velho
7/23/2020,0.08,0,,AM,Canutama
7/23/2020,0.1,0,,AM,Canutama
7/23/2020,0.08,0,,RO,Machadinho D'oeste
7/23/2020,0.09,0,,RO,Vale do Anari
7/23/2020,0.11,0,,RO,Theobroma
8/18/2020,0.09,0,,RO,Porto Velho
7/23/2020,0.08,0,,RO,Porto Velho
7/23/2020,0.07,0,,RO,Porto Velho
7/23/2020,0.27,0,,RO,Porto Velho
7/23/2020,0.23,0,,RO,Porto Velho
8/18/2020,0.09,0,,RO,Nova Mamore
7/23/2020,0.09,0,,RO,Nova Uniao
7/23/2020,0.18,0,,AM,Labrea
9/28/2020,0.13,0,,MT,Colniza
7/23/2020,0.16,0,,RO,Porto Velho
7/23/2020,0.14,0,,RO,Porto Velho
7/23/2020,0.12,0,,RO,Porto Velho
7/23/2020,0.19,0,,RO,Porto Velho
8/18/2020,0.07,0,,AM,Labrea
9/28/2020,0.54,0,,MT,Aripuana
8/18/2020,0.13,0,,AM,Labrea
7/23/2020,0.13,0,,RO,Cujubim
7/23/2020,0.12,0,,AM,Labrea
7/23/2020,0.21,0,,RO,Cujubim
8/18/2020,0.06,0,,AM,Labrea
7/23/2020,0.09,0,,AM,Labrea
8/18/2020,0.13,0,,RO,Porto Velho
8/18/2020,0.11,0,,RO,Costa Marques
7/23/2020,0.22,0,,RO,Cujubim
9/28/2020,0.12,0,,MT,Colniza
7/23/2020,0.13,0,,RO,Cujubim
8/9/2020,0.29,0,,AC,Acrelandia
7/23/2020,0.19,0,,RO,Cujubim
7/23/2020,0.18,0,,RO,Cujubim
7/23/2020,0.33,0,,RO,Cujubim
7/23/2020,0.13,0,,RO,Cujubim
7/23/2020,0.08,0,,RO,Cujubim
7/23/2020,0.11,0,,RO,Cujubim
7/23/2020,0,0,FLORESTA NACIONAL DE JACUNDÁ,RO,Porto Velho
7/23/2020,0.64,0,,RO,Candeias do Jamari
7/23/2020,0.13,0,,RO,Candeias do Jamari
7/23/2020,0.12,0,,RO,Candeias do Jamari
7/23/2020,0.24,0,,RO,Theobroma
7/23/2020,0.74,0,,RO,Porto Velho
7/23/2020,0.07,0,,AM,Labrea
7/23/2020,0.07,0,,AM,Labrea
7/23/2020,0.06,0,,AM,Labrea
7/23/2020,0.13,0,,RO,Porto Velho
9/28/2020,0.14,0,,MT,Colniza
7/23/2020,0.09,0,,RO,Porto Velho
7/23/2020,0.07,0,,RO,Porto Velho
7/23/2020,0.07,0,,RO,Porto Velho
7/23/2020,0.12,0,,RO,Porto Velho
8/18/2020,0.1,0,,RO,Porto Velho
8/18/2020,0.09,0,,RO,Porto Velho
7/23/2020,0.1,0,,AM,Labrea
7/23/2020,0.07,0,,AM,Labrea
9/28/2020,0.07,0,,MT,Aripuana
8/18/2020,0.13,0,,RO,Costa Marques
7/23/2020,0.21,0,,RO,Porto Velho
7/23/2020,0.25,0,,RO,Porto Velho
8/17/2020,0.15,0,,PA,Paragominas
7/23/2020,0.27,0,,RO,Alto Paraiso
7/23/2020,0.27,0,,RO,Porto Velho
8/29/2020,0.12,0,,AC,Capixaba
7/23/2020,0.4,0,,RO,Porto Velho
8/18/2020,0.08,0,,AM,Labrea
7/23/2020,0.49,0,,RO,Porto Velho
7/23/2020,0.07,0,,AM,Labrea
7/23/2020,0.09,0,,RO,Alto Paraiso
7/23/2020,0.27,0,,RO,Buritis
7/23/2020,0.59,0,,RO,Buritis
7/23/2020,0.11,0,,AM,Labrea
7/23/2020,0.12,0,,AM,Labrea
9/28/2020,0.08,0,,MT,Colniza
7/23/2020,0.08,0,,RO,Ariquemes
7/23/2020,0.22,0,,RO,Porto Velho
7/23/2020,0.13,0,,RO,Candeias do Jamari
7/23/2020,0.07,0,,RO,Porto Velho
7/23/2020,0.07,0,,RO,Monte Negro
7/23/2020,0,0,,RO,Ariquemes
9/8/2020,0.1,0,,PA,Anapu
7/23/2020,0.15,0,,RO,Monte Negro
7/23/2020,0.09,0,,AM,Humaita
7/23/2020,0.15,0,,RO,Ariquemes
7/23/2020,0.39,0,,AM,Labrea
7/23/2020,0.06,0,,RO,Ariquemes
7/23/2020,0.07,0,,RO,Seringueiras
7/23/2020,0.17,0,,RO,Porto Velho
9/28/2020,0.08,0,,MT,Colniza
7/23/2020,0.04,0,,RO,Porto Velho
9/8/2020,0.08,0,,PA,Sao Felix do Xingu
7/23/2020,0.03,0,,RO,Buritis
7/23/2020,0.2,0,,RO,Nova Mamore
7/23/2020,0.02,0,,RO,Buritis
7/23/2020,0.15,0,,RO,Seringueiras
8/18/2020,0.08,0,,RO,Costa Marques
7/23/2020,0.08,0,,RO,Monte Negro
7/23/2020,0.11,0,,RO,Buritis
7/23/2020,0.13,0,,RO,Nova Mamore
7/23/2020,0.11,0,,RO,Nova Mamore
7/23/2020,0.14,0,,RO,Buritis
7/23/2020,0.1,0,,RO,Porto Velho
8/18/2020,0.11,0,,RO,Porto Velho
7/23/2020,0.1,0,,RO,Monte Negro
7/23/2020,0.07,0,,RO,Buritis
9/8/2020,0.08,0,,PA,Anapu
7/23/2020,0.1,0,,RO,Seringueiras
7/23/2020,0.12,0,,RO,Porto Velho
8/18/2020,0.28,0,,AM,Labrea
7/23/2020,0.21,0,,RO,Buritis
7/23/2020,0.09,0,,AM,Humaita
7/23/2020,0.17,0,,AM,Humaita
7/23/2020,0.11,0,,RO,Costa Marques
7/23/2020,0.65,0,,AM,Labrea
7/23/2020,0.11,0,,RO,Costa Marques
7/23/2020,0.12,0,,RO,Campo Novo de Rondonia
7/23/2020,0.14,0,,RO,Seringueiras
9/28/2020,0.11,0,,MT,Colniza
7/23/2020,0.11,0,,RO,Sao Francisco do Guapore
8/18/2020,0.08,0,,RO,Buritis
7/23/2020,0.14,0,,RO,Sao Francisco do Guapore
7/23/2020,0.13,0,,RO,Costa Marques
7/23/2020,0.22,0,,RO,Nova Mamore
7/23/2020,0.1,0,,AM,Labrea
7/23/2020,0.09,0,,AM,Labrea
7/23/2020,0.07,0,,AM,Labrea
9/28/2020,0.13,0,,MT,Colniza
7/23/2020,0.07,0,,RO,Costa Marques
7/23/2020,0.09,0,,RO,Porto Velho
7/23/2020,0.17,0,,RO,Costa Marques
8/18/2020,0.2,0,,RO,Governador Jorge Teixeira
7/23/2020,0.07,0,,RO,Costa Marques
8/18/2020,0.12,0,,AM,Labrea
7/23/2020,0.15,0,,RO,Costa Marques
7/23/2020,0.29,0,,RO,Costa Marques
9/28/2020,0.21,0,,MT,Colniza
7/23/2020,0.16,0,,AM,Labrea
7/23/2020,0.16,0,,RO,Nova Mamore
7/23/2020,0.17,0,,AM,Labrea
7/23/2020,0.21,0,,RO,Costa Marques
7/23/2020,0.09,0,,RO,Nova Mamore
7/23/2020,0.22,0,,RO,Nova Mamore
9/28/2020,0.13,0,,MT,Colniza
7/23/2020,0.08,0,,AM,Labrea
8/18/2020,0.09,0,,AM,Labrea
7/23/2020,0.09,0,,RO,Nova Mamore
7/23/2020,0.17,0,,RO,Nova Mamore
7/23/2020,0.09,0,,RO,Porto Velho
7/23/2020,0.07,0,,RO,Porto Velho
9/28/2020,0.11,0,,MT,Colniza
7/23/2020,0.08,0,,RO,Porto Velho
7/23/2020,0.51,0,,RO,Guajara-Mirim
8/18/2020,0.22,0,,AM,Labrea
7/23/2020,0.26,0,,RO,Porto Velho
7/23/2020,0.25,0,,RO,Costa Marques
7/23/2020,0.06,0,,AC,Senador Guiomard
7/23/2020,0.14,0,,AM,Labrea
7/23/2020,0.14,0,,AM,Labrea
7/23/2020,0.18,0,,AM,Labrea
9/28/2020,0.09,0,,MT,Colniza
9/28/2020,0.07,0,,MT,Colniza
7/17/2020,0.31,0,,AM,Labrea
8/18/2020,0.24,0,,AM,Labrea
7/23/2020,0.26,0,,AM,Labrea
7/23/2020,0.43,0,,AM,Labrea
9/28/2020,0.19,0,,MT,Colniza
8/18/2020,0.16,0,,RO,Nova Mamore
7/23/2020,0.13,0,,RO,Nova Mamore
8/18/2020,0.08,0,,RO,Nova Mamore
8/18/2020,0.11,0,,RO,Buritis
7/23/2020,0.13,0,,AM,Labrea
8/18/2020,0.07,0,,RO,Campo Novo de Rondonia
7/23/2020,0.26,0,,AM,Labrea
7/23/2020,0.24,0,,AM,Labrea
9/28/2020,0.25,0,,MT,Aripuana
7/23/2020,0.08,0,,AC,Senador Guiomard
8/18/2020,0.21,0,,RO,Buritis
7/23/2020,0.07,0,,AM,Labrea
7/23/2020,0.07,0,,AM,Labrea
7/23/2020,0.06,0,,AM,Labrea
8/18/2020,0.07,0,,RO,Nova Mamore
7/23/2020,0.37,0,,AM,Labrea
7/23/2020,0.08,0,,AM,Labrea
7/23/2020,0.08,0,,AC,Acrelandia
7/23/2020,0.08,0,,AM,Labrea
7/23/2020,0.08,0,,AM,Labrea
7/23/2020,0.08,0,,AM,Labrea
8/18/2020,0.11,0,,AM,Labrea
7/23/2020,0.15,0,,AM,Labrea
7/23/2020,0.12,0,,AM,Labrea
7/23/2020,0.21,0,,AM,Labrea
7/23/2020,0.08,0,,AM,Labrea
9/28/2020,0.11,0,,MT,Colniza
7/23/2020,0.08,0,,AM,Labrea
7/23/2020,0.29,0,,AM,Labrea
7/23/2020,0.41,0,,AM,Labrea
7/23/2020,0.18,0,,AM,Labrea
9/8/2020,0.07,0,,PA,Anapu
7/23/2020,0.13,0,,AM,Labrea
7/23/2020,0.29,0,,AM,Labrea
7/23/2020,0.1,0,,AM,Labrea
7/23/2020,0.13,0,,AM,Labrea
7/23/2020,0.14,0,,RO,Porto Velho
7/23/2020,0.11,0,,AM,Labrea
7/23/2020,0.09,0,,AC,Acrelandia
8/18/2020,0.08,0,,AM,Labrea
9/28/2020,0.1,0,,MT,Colniza
7/23/2020,0.37,0,,AM,Labrea
7/23/2020,0.07,0,,AC,Placido de Castro
7/23/2020,0.11,0,,AC,Acrelandia
8/18/2020,0.04,0,,RO,Buritis
8/18/2020,0.08,0,,RO,Sao Francisco do Guapore
8/18/2020,0.09,0,,RO,Porto Velho
7/23/2020,0.11,0,,AM,Labrea
7/23/2020,0.59,0,,AM,Labrea
8/18/2020,0.11,0,,RO,Campo Novo de Rondonia
7/23/2020,0.5,0,,AM,Labrea
7/23/2020,0.31,0,,AM,Labrea
7/22/2020,0.07,0,,PA,Ulianopolis
8/18/2020,0.21,0,,RO,Buritis
7/23/2020,0.07,0,,PA,Tailandia
8/18/2020,0.05,0,,RO,Porto Velho
7/23/2020,0.1,0,,AC,Senador Guiomard
7/23/2020,0.08,0,,PA,Tailandia
8/18/2020,0.07,0,,RO,Sao Francisco do Guapore
7/22/2020,0.12,0,,PA,Ulianopolis
7/23/2020,0.07,0,,AC,Senador Guiomard
7/23/2020,0.07,0,,AC,Acrelandia
7/23/2020,0.19,0,,AC,Senador Guiomard
8/18/2020,0.08,0,,RO,Buritis
9/28/2020,0.32,0,,MT,Colniza
7/23/2020,0.1,0,,AM,Labrea
7/22/2020,0.13,0,,PA,Ulianopolis
8/18/2020,0.07,0,,RO,Buritis
7/23/2020,0.16,0,,AC,Acrelandia
7/22/2020,0.05,0,,MA,Santa Luzia
7/23/2020,0.13,0,,AC,Senador Guiomard
7/22/2020,0.05,0,,MA,Arame
7/23/2020,0.08,0,,AC,Senador Guiomard
7/22/2020,0.07,0,,MA,Santa Luzia
8/18/2020,0.1,0,,RO,Sao Francisco do Guapore
7/22/2020,0.07,0,,MA,Santa Luzia
7/22/2020,0.07,0,,MA,Arame
7/22/2020,0.13,0,,MA,Arame
7/22/2020,0.13,0,,MA,Santa Luzia
7/22/2020,0.07,0,,MA,Bom Jardim
7/22/2020,0.27,0,,MA,Bom Jardim
7/22/2020,0.11,0,,PA,Moju
7/22/2020,0.13,0,,MA,Itinga do Maranhao
9/28/2020,0.11,0,,MT,Aripuana
7/22/2020,0.11,0,,MA,Itinga do Maranhao
7/22/2020,0.12,0,,PA,Breu Branco
7/22/2020,0.16,0,,PA,Breu Branco
8/18/2020,0.16,0,,RO,Nova Mamore
7/22/2020,0.08,0,,MA,Itinga do Maranhao
8/18/2020,0.08,0,,RO,Monte Negro
7/22/2020,0.09,0,,MA,Açailandia
7/22/2020,0.42,0,,MA,Itinga do Maranhao
7/22/2020,0.1,0,,PA,Dom Eliseu
7/22/2020,0.14,0,,PA,Rondon do Para
8/18/2020,0.1,0,,RO,Buritis
7/22/2020,0.4,0,,MA,Bom Jardim
7/22/2020,0.07,0,,PA,Goianesia do Para
7/22/2020,0.07,0,,PA,Goianesia do Para
7/22/2020,0.08,0,,PA,Goianesia do Para
7/22/2020,0.15,0,,PA,Goianesia do Para
9/28/2020,0.1,0,,MT,Colniza
7/22/2020,0.13,0,,PA,Dom Eliseu
9/28/2020,0.12,0,,MT,Aripuana
7/22/2020,0.16,0,,PA,Ulianopolis
8/18/2020,0.1,0,,RO,Buritis
8/18/2020,0.07,0,,RO,Porto Velho
7/22/2020,0.17,0,,PA,Rondon do Para
7/22/2020,0.17,0,,PA,Goianesia do Para
7/22/2020,0.06,0,,TO,Ananas
9/28/2020,0.75,0,,MT,Colniza
7/22/2020,0.07,0,,AC,Tarauaca
7/22/2020,0.07,0,,PA,Eldorado dos Carajas
7/22/2020,0.07,0,,MT,Santa Terezinha
7/22/2020,0.13,0,,PA,Rio Maria
7/22/2020,0.09,0,,MT,Santa Terezinha
8/18/2020,0.12,0,,RO,Alto Paraiso
7/22/2020,0.07,0,,PA,Santa Maria das Barreiras
7/22/2020,0.23,0,,PA,Santana do Araguaia
9/8/2020,0.15,0,,PA,Anapu
8/18/2020,0.12,0,,RO,Nova Mamore
7/22/2020,0.08,0,,AM,Eirunepe
7/22/2020,0.07,0,,MT,Santa Terezinha
7/22/2020,0.06,0,,PA,Pau D'arco
8/18/2020,0.08,0,,RO,Seringueiras
8/18/2020,0.12,0,,RO,Porto Velho
7/22/2020,0.07,0,,AC,Tarauaca
8/18/2020,0.13,0,,RO,Buritis
7/22/2020,0.06,0,,AC,Sena Madureira
7/22/2020,0.01,0,,AM,Boca do Acre
7/22/2020,0.19,0,,AC,Sena Madureira
9/8/2020,0.2,0,,PA,Sao Felix do Xingu
7/22/2020,0.16,0,,AC,Sena Madureira
9/28/2020,0.07,0,,MT,Aripuana
8/18/2020,0.17,0,,RO,Buritis
7/22/2020,0.08,0,,AC,Sena Madureira
7/22/2020,0.1,0,,AC,Sena Madureira
7/22/2020,0.06,0,,AC,Sena Madureira
8/18/2020,0.08,0,,RO,Buritis
7/22/2020,0.2,0,,AC,Sena Madureira
8/18/2020,0.07,0,,RO,Alto Paraiso
7/22/2020,0.1,0,,AC,Tarauaca
7/22/2020,0.07,0,,AC,Tarauaca
7/22/2020,0.09,0,,AC,Tarauaca
8/18/2020,0.15,0,,RO,Sao Miguel do Guapore
9/28/2020,0.16,0,,MT,Aripuana
8/9/2020,0.1,0,,AM,Labrea
8/18/2020,0.13,0,,RO,Buritis
7/22/2020,0.08,0,,AC,Tarauaca
7/22/2020,0.09,0,,AC,Tarauaca
6/16/2020,0.14,0,,PA,Aveiro
9/28/2020,0.09,0,,MT,Aripuana
7/22/2020,0.11,0,,AM,Boca do Acre
8/18/2020,0.06,0,,RO,Seringueiras
7/22/2020,0.1,0,,AM,Boca do Acre
7/22/2020,0.1,0,,AM,Boca do Acre
7/22/2020,0.3,0,,AM,Boca do Acre
7/22/2020,0.13,0,,AM,Boca do Acre
8/18/2020,0.09,0,,RO,Buritis
8/18/2020,0.22,0,,AM,Canutama
7/22/2020,0.08,0,,AC,Sena Madureira
7/22/2020,0.1,0,,AM,Boca do Acre
9/28/2020,0.19,0,,MT,Aripuana
8/18/2020,0.08,0,,RO,Alto Paraiso
7/22/2020,0.08,0,,AC,Sena Madureira
7/22/2020,0.09,0,,AC,Tarauaca
7/22/2020,0.08,0,,AM,Boca do Acre
7/22/2020,0.07,0,,AM,Boca do Acre
9/28/2020,0.07,0,,MT,Aripuana
7/22/2020,0.07,0,,AC,Sena Madureira
7/22/2020,0.09,0,,AC,Sena Madureira
9/28/2020,0.06,0,,MT,Colniza
9/8/2020,0.11,0,,PA,Senador Jose Porfirio
12/24/2020,0.15,0.15,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,PA,Porto de Moz
7/22/2020,0.15,0,,AC,Sena Madureira
7/22/2020,0.09,0,,AC,Sena Madureira
7/22/2020,0.09,0,,AC,Sena Madureira
7/22/2020,0.06,0,,AC,Rio Branco
9/28/2020,0.17,0,,MT,Aripuana
7/22/2020,0.09,0,,AC,Tarauaca
7/22/2020,0.07,0,,AC,Tarauaca
12/8/2020,0.09,0.09,RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA,AC,Sena Madureira
7/22/2020,0.09,0,,AC,Rio Branco
7/22/2020,0.43,0,,AC,Sena Madureira
9/28/2020,0.15,0,,MT,Colniza
7/22/2020,0.07,0,,AC,Tarauaca
12/7/2020,0.09,0.09,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,PA,Porto de Moz
9/28/2020,0.12,0,,MT,Colniza
7/22/2020,0.08,0,,AC,Rio Branco
8/18/2020,0.1,0,,RO,Candeias do Jamari
9/28/2020,0.09,0,,MT,Aripuana
7/22/2020,0.1,0,,AC,Tarauaca
7/22/2020,0.09,0,,AC,Rio Branco
7/22/2020,0.07,0,,AC,Rio Branco
7/22/2020,0.07,0,,AC,Sena Madureira
12/18/2020,0.13,0.13,RESERVA BIOLÓGICA NASCENTES DA SERRA DO CACHIMBO,PA,Altamira
7/22/2020,0.08,0,,AC,Rio Branco
7/22/2020,0.15,0,,AC,Sena Madureira
9/28/2020,0.73,0,,MT,Aripuana
7/22/2020,0.15,0,,AC,Sena Madureira
9/8/2020,0.27,0,,PA,Anapu
7/22/2020,0.06,0,,AC,Sena Madureira
7/22/2020,0.07,0,,AC,Rio Branco
8/18/2020,0.15,0,,RO,Porto Velho
7/22/2020,0.08,0,,AC,Rio Branco
9/28/2020,0.08,0,,MT,Colniza
7/22/2020,0.07,0,,AC,Sena Madureira
7/22/2020,0.12,0,,AC,Rio Branco
7/22/2020,0.13,0,,AM,Boca do Acre
8/23/2020,0.07,0,,AC,Bujari
7/22/2020,0.26,0,,AC,Sena Madureira
8/18/2020,0.17,0,,AM,Canutama
8/9/2020,0.33,0,,AM,Labrea
9/28/2020,0.32,0,,MT,Colniza
7/22/2020,0.06,0,,AC,Rio Branco
7/22/2020,0.09,0,,AC,Sena Madureira
7/22/2020,0.08,0,,AC,Rio Branco
9/28/2020,0.25,0,,MT,Aripuana
11/18/2020,0.01,0.01,RESERVA EXTRATIVISTA CHICO MENDES,AC,Epitaciolandia
7/22/2020,0.07,0,,AC,Sena Madureira
7/22/2020,0.07,0,,AC,Sena Madureira
8/18/2020,0.07,0,,RO,Buritis
7/22/2020,0.08,0,,AC,Sena Madureira
7/22/2020,0.06,0,,AC,Bujari
9/28/2020,0.2,0,,MT,Aripuana
7/22/2020,0.07,0,,AC,Sena Madureira
8/18/2020,0.14,0,,RO,Mirante da Serra
7/22/2020,0.11,0,,AC,Sena Madureira
9/28/2020,0.1,0,,MT,Aripuana
8/18/2020,0.07,0,,RO,Alto Paraiso
7/22/2020,0.13,0,,AC,Rio Branco
7/22/2020,0.07,0,,AC,Sena Madureira
7/22/2020,0.07,0,,AC,Bujari
8/18/2020,0.21,0,,RO,Nova Mamore
7/22/2020,0.08,0,,AC,Rio Branco
7/22/2020,0.12,0,,AC,Bujari
11/28/2020,0.11,0.11,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,PA,Porto de Moz
7/22/2020,0.08,0,,AC,Sena Madureira
7/22/2020,0.07,0,,AC,Rio Branco
7/22/2020,0.11,0,,AC,Rio Branco
11/28/2020,0.18,0.18,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
7/22/2020,0.1,0,,AC,Rio Branco
11/28/2020,0.16,0.16,FLORESTA NACIONAL DE ITAITUBA II,PA,Trairao
7/22/2020,0.09,0,,AC,Epitaciolandia
11/28/2020,0.08,0.08,FLORESTA NACIONAL DO ITACAIUNAS,PA,Maraba
7/22/2020,0.08,0,,AC,Bujari
7/22/2020,0.16,0,,AC,Rio Branco
11/28/2020,0.11,0.11,FLORESTA NACIONAL DO ITACAIUNAS,PA,Maraba
7/22/2020,0.09,0,,AC,Xapuri
8/9/2020,0.55,0,,AM,Labrea
7/22/2020,0.07,0,,AC,Rio Branco
7/22/2020,0.17,0,,AC,Rio Branco
11/23/2020,0.07,0.07,RESERVA EXTRATIVISTA DO ALTO JURUÁ,AC,Marechal Thaumaturgo
7/22/2020,0.07,0,,AM,Boca do Acre
11/21/2020,0.16,0.16,RESERVA EXTRATIVISTA CHICO MENDES,AC,Xapuri
7/22/2020,0.1,0,,AC,Sena Madureira
11/21/2020,0.09,0.09,RESERVA EXTRATIVISTA CHICO MENDES,AC,Xapuri
7/22/2020,0.09,0,,AC,Sena Madureira
7/22/2020,0,0,,AC,Epitaciolandia
9/8/2020,0.07,0,,PA,Anapu
7/22/2020,0.09,0.09,RESERVA EXTRATIVISTA CHICO MENDES,AC,Brasileia
9/28/2020,0.16,0,,AM,Novo Aripuana
11/21/2020,0.07,0.07,RESERVA EXTRATIVISTA CHICO MENDES,AC,Xapuri
7/22/2020,0.09,0,,AC,Tarauaca
11/21/2020,0.09,0.09,RESERVA EXTRATIVISTA CHICO MENDES,AC,Epitaciolandia
7/22/2020,0.1,0,,AC,Xapuri
11/4/2020,0.08,0.08,RESERVA EXTRATIVISTA DO RIO OURO PRETO,RO,Guajara-Mirim
7/22/2020,0.13,0,,AC,Tarauaca
9/28/2020,0.12,0,,AM,Novo Aripuana
